lemma,n,pos,grc,en,ja,fr,usg_ja,usg_en,cdo
ⲟⲩⲭ,1,NEG,Y,,,,,,
ⲟⲩⲱϣⲧ,1,V,,,,,,,
ⲟⲩⲱϩ,1,V,,dwell; add; set,住む・加える,habiter ; ajouter,,,
ⲟⲩⲱϩⲉ,1,N,,,,,,,
ⲟⲩⲱϭⲡ,1,V,,"break, snap",折る,briser,,,
ⲟⲩⲱⲗⲥ,1,V,,,,,,,
ⲟⲩⲱⲙ,1,V,,eat,食べる,manger,,,
ⲟⲩⲱⲛ,1,V,,,,,,,
ⲟⲩⲱⲛϣ,1,N,,wolf,狼,loup,,,
ⲟⲩⲱⲧ,1,N,,"single, one; green",唯一・緑,unique ; vert,,,
ⲡ[…]ⲡⲟⲥ,1,X,,,,,,,
ⲡⲁ[…]ϥⲟϭⲉ,1,X,,,,,,,
ⲡⲁⲗⲓⲛ,1,CONJ,Y,again (πάλιν),再び,de nouveau (πάλιν),,,
ⲡⲁⲣⲁ,1,PREP,Y,"beyond, more than (παρά)",～より,au-delà de (παρά),,,
ⲡⲁⲣⲁⲃⲁⲥⲓⲥ,1,N,Y,,,,,,
ⲡⲁⲣⲁⲇⲓⲥⲟⲥ,1,N,Y,paradise (παράδεισος),楽園,paradis (παράδεισος),,,
ⲡⲁⲣⲁⲓⲧⲉⲓ,1,V,Y,,,,,,
ⲡⲁⲣⲁⲕⲁⲗⲉⲓ,1,V,Y,"exhort, comfort (παρακαλέω)",勧める・慰める,exhorter (παρακαλέω),,,
ⲡⲁⲣⲣⲏⲥⲓⲁ,1,N,Y,,,,,,
ⲡⲁⲩⲗⲟⲥ,1,NPROP,Y,Paul,パウロ,Paul,,,
ⲡⲉϫⲉ,1,V,,said (he/she),言った,dit (passé),,,
ⲡⲉⲓ,1,PDEM,,this (m.),この（男）,"ce, cet",,,
ⲡⲉⲓⲱⲧ,1,N,,,,,,,
ⲡⲉⲕ,1,POSS,,your (m. sg.),あなたの（男）,ton,,,
ⲡⲉⲛ,1,POSS,,our,私たちの,notre,,,
ⲡⲉⲥ,1,POSS,,her,彼女の,son (à elle),,,
ⲡⲉⲧⲛ,1,POSS,,your (pl.),あなたがたの,votre,,,
ⲡⲉⲧⲟⲩⲁⲁⲃ,1,N,,"holy one, saint",聖なる者,le saint,,,
ⲡⲉⲧⲣⲁ,1,N,Y,,,,,,
ⲡⲉⲧⲣⲟⲥ,1,NPROP,Y,Peter,ペトロ,Pierre,,,
ⲡⲏ,1,PDEM,,that one (m.),あれ（男）,celui-là,,,
ⲡⲓⲥⲧⲟⲥ,1,N,Y,faithful (πιστός),忠実な,fidèle (πιστός),,,
ⲡⲓⲧⲉ,1,N,,,,,,,
ⲡⲗⲁⲥⲥⲉ,1,V,Y,,,,,,
ⲡⲗⲏⲛ,1,CONJ,Y,"however, but (πλήν)",しかし,cependant (πλήν),,,
ⲡⲗⲟⲩⲥⲓⲟⲥ,1,N,Y,,,,,,
ⲡⲛⲟⲏ,1,N,Y,,,,,,
ⲡⲟⲗⲉⲙⲟⲥ,1,N,Y,,,,,,
ⲡⲟⲗⲓⲥ,1,N,Y,city (πόλις),町,cité (πόλις),,,
ⲡⲟⲛⲏⲣⲟⲛ,1,N,Y,evil (πονηρόν),悪,mal (πονηρόν),,,
ⲡⲟⲣⲛⲏ,1,N,Y,,,,,,
ⲡⲟⲧⲏⲣⲓⲟⲛ,1,N,Y,,,,,,
ⲡⲟⲩ,1,POSS,,,,,,,
ⲡⲣⲟϩⲓⲥⲧⲁ,1,V,,,,,,,
ⲡⲣⲟⲇⲟⲧⲏⲥ,1,N,Y,,,,,,
ⲡⲣⲱ,1,N,,,,,,,
ⲡⲥⲧⲉⲯⲓⲧ,1,NUM,,,,,,,
ⲡⲥⲧⲉⲯⲓⲧ⳿,1,NUM,,,,,,,
ⲡⲧⲱⲙⲁ,1,N,Y,"corpse, fall (πτῶμα)",死体,cadavre (πτῶμα),,,
ⲡⲱϣ,1,VSTAT,,divide; be amazed,分ける・驚く,diviser ; s'étonner,,,
ⲡⲱϣⲉ,1,V,,,,,,,
ⲡⲱϥ,1,POSS,,"his, his own",彼のもの,le sien,,,
ⲡⲱϩ,1,V,,"reach, arrive",達する,atteindre,,,
ⲡⲱϩⲧ,1,V,,pour out; bend; fall,注ぐ・倒れる,verser ; renverser,,,
ⲡⲱⲣϣ,1,VSTAT,,,,,,,
ⲡⲱⲣϫ,1,N,,,,,,,
ⲡⲱⲣⲕ,1,V,,,,,,,
ⲡⲱⲥ,1,ADV,Y,,,,,,
ⲡⲱⲧ,1,V,,"run, flee",走る・逃げる,"courir, fuir",,,
ⲡⲱⲧⲛ,1,POSS,,yours (pl.),あなたがたのもの,le vôtre,,,
ⲡⲱⲱⲛⲉ,1,V,,"turn, change, transfer",移す・変える,"transférer, changer",,,
ⲣ̄ϣⲡⲏⲣⲉ,1,V,,,,,,,
ⲣ̄ⲣⲣⲟ,1,V,,,,,,,
ⲣϣⲉⲗⲉⲉⲧ,1,V,,,,,,,
ⲣϣⲟⲣⲡ,1,V,,"be first, do first",先んじる,être le premier,,,
ⲣϣⲡⲏⲣⲉ,1,V,,,,,,,
ⲣϩⲁⲉ,1,V,,,,,,,
ⲣϩⲙϩⲁⲗ,1,V,,"serve, be a servant",仕える,servir,,,
ⲣϩⲙⲙⲉ,1,V,,,,,,,
ⲣϩⲛⲁ,1,V,,"please, will",望む,"vouloir, plaire",,,
ⲣϩⲛⲁⲩ,1,V,,,,,,,
ⲣϩⲟⲟⲩⲧ,1,V,,,,,,,
ⲣϩⲟⲧⲉ,1,V,,"fear, be afraid",恐れる,craindre,,,
ⲣϩⲩⲃⲣⲓⲍⲉ,1,V,,,,,,,
ⲣϩⲱⲃ,1,V,,"work, labour",働く,travailler,,,
ⲣϭⲣⲱϩ,1,V,,"be in need, lack",乏しい,manquer,,,
ⲣⲁⲓⲧⲉⲓ,1,V,,,,,,,
ⲣⲁⲧ,1,N,,foot,足,pied,,,
ⲣⲇⲓⲁⲕⲟⲛⲉⲓ,1,V,,,,,,,
ⲣⲇⲓⲡⲛⲉⲓ,1,V,,,,,,,
ⲣⲇⲓⲡⲛⲟⲛ,1,V,,,,,,,
ⲣⲇⲓⲱⲕⲉ,1,V,,,,,,,
ⲣⲉϥϫⲓϭⲟⲗ,1,N,,,,,,,
ⲣⲉϥϫⲓⲟⲩⲉ,1,N,,thief,盗人,voleur,,,
ⲣⲉϥⲛⲕⲟⲧⲕ,1,N,,,,,,,
ⲣⲉϥⲡⲱϣⲉ,1,N,,"divider, arbiter",分ける者,celui qui partage,,,
ⲣⲉϥⲣϩⲱⲃ,1,N,,,,,,,
ⲣⲉϥⲣⲛⲟⲃⲉ,1,N,,sinner,罪人,pécheur,,,
ⲣⲉϥⲧⲟⲟⲩ,1,N,,,,,,,
ⲣⲉⲓⲣⲏⲛⲏ,1,V,,,,,,,
ⲣⲉⲡⲓⲑⲩⲙⲉⲓ,1,V,,,,,,,
ⲣⲑⲉⲣⲁⲡⲉⲩⲉ,1,V,,,,,,,
ⲣⲓⲕⲉ,1,V,,,,,,,
ⲣⲕⲁⲧⲁⲕⲣⲓⲛⲉ,1,V,,,,,,,
ⲣⲙⲁⲑⲏⲧⲏⲥ,1,V,,be(come) a disciple,弟子となる,devenir disciple,,,
ⲣⲙⲉⲧⲁⲛⲟⲉⲓ,1,V,,,,,,,
ⲣⲙⲛϩⲏⲧ,1,N,,wise/understanding person,賢い人,sage,,,
ⲣⲙⲛⲏⲓ,1,N,,,,,,,
ⲣⲙⲟⲩⲟⲉⲓⲛ,1,N,,,,,,,
ⲣⲙⲣⲁϣ,1,N,,,,,,,
ⲣⲛⲏⲥⲧⲉⲩⲉ,1,V,,fast (νηστεύω),断食する,jeûner (νηστεύω),,,
ⲣⲛⲟϭ,1,V,,,,,,,
ⲣⲛⲟⲃⲉ,1,V,,sin,罪を犯す,pécher,,,
ⲣⲛⲟⲉⲓ,1,V,,,,,,,
ⲣⲟ,1,N,,,,,,,
ⲣⲟⲉⲓⲥ,1,V,,"watch, be vigilant",見張る,veiller,,,
ⲣⲟⲟⲩϣ,1,N,,"care, anxiety",心配・配慮,souci,,,
ⲣⲟⲩϩⲉ,1,N,,evening,夕,soir,,,
ⲣⲟⲩⲟⲉⲓⲛ,1,V,,"shine, give light",輝く,briller,,,
ⲣⲡⲁⲣⲁⲅⲉ,1,V,,pass by (παράγω),通り過ぎる,passer (παράγω),,,
ⲣⲡⲁⲣⲁⲇⲉⲭⲉ,1,V,,,,,,,
ⲣⲡⲁⲣⲁⲓⲧⲉⲓ,1,V,,refuse (παραιτέομαι),拒む,refuser (παραιτέομαι),,,
ⲣⲡⲁⲣⲁⲧⲏⲣⲉⲓ,1,V,,,,,,,
ⲣⲡⲉⲓⲣⲁⲍⲉ,1,V,,"tempt, test (πειράζω)",試みる,tenter (πειράζω),,,
ⲣⲡⲓⲥⲧⲉⲩⲉ,1,V,,,,,,,
ⲣⲣⲙⲙⲁⲟ,1,V,,be(come) rich,富む,s'enrichir,,,
ⲣⲣⲣⲟ,1,V,,,,,,,
ⲣⲥϩⲓⲙⲉ,1,V,,,,,,,
ⲣⲧⲓⲙⲁ,1,V,,,,,,,
ⲣⲭⲣⲱ,1,V,,,,,,,
ⲣⲱⲕϩ,1,V,,burn,焼く,brûler,,,
ⲣⲱⲧ,1,V,,,,,,,
ⲣⲱⲫⲉⲗⲉⲓ,1,V,,"profit, benefit (ὠφελέω)",益する,profiter (ὠφελέω),,,
ⲥ.........,1,X,,,,,,,
ⲥϩⲁⲓ,1,VSTAT,,write; be written (stat.),書く,écrire,,,
ⲥϩⲟⲩⲣ,1,V,,,,,,,
ⲥⲁϣϥ̅,1,NUM,,,,,,,
ⲥⲁϩ,1,N,,"teacher, scribe",師,maître,,,
ⲥⲁϩⲟⲩ,1,N,,curse,呪い,malédiction,,,
ⲥⲁⲃⲃⲁⲧⲟⲛ,1,N,,sabbath (σάββατον),安息日,sabbat (σάββατον),,,
ⲥⲁⲃⲉ,1,N,,wise person,賢者,sage,,,
ⲥⲁⲗⲱⲙⲏ,1,NPROP,,,,,,,
ⲥⲁⲙⲁⲣⲉⲓⲧⲏⲥ,1,N,Y,,,,,,
ⲥⲁⲙⲯⲱⲛ,1,NPROP,,,,,,,
ⲥⲁⲛⲟⲩϣ,1,V,,,,,,,
ⲥⲁⲣⲝ,1,N,Y,flesh (σάρξ),肉,chair (σάρξ),,,
ⲥⲁⲣⲣⲁ,1,NPROP,,Sarah,サラ,Sara,,,
ⲥⲁⲧⲁⲛⲁⲥ,1,NPROP,,Satan,サタン,Satan,,,
ⲥⲁⲧⲉ,1,N,,,,,,,
ⲥⲃⲃⲉ,1,N,,circumcision,割礼,circoncision,,,
ⲥⲃⲟⲕ,1,VSTAT,,,,,,,
ⲥⲃⲱ,1,N,,"teaching, instruction",教え,enseignement,,,
ⲥⲉ,1,NUM,,,,,,,
ⲥⲉⲛⲟⲩⲑⲓⲟⲩ,1,FM,,,,,,,
ⲥⲉⲣϭⲁⲙⲟⲩⲗ,1,N,,,,,,,
ⲥⲏϥⲉ,1,N,,sword,剣,épée,,,
ⲥⲓ[....]ⲟⲩ,1,X,,,,,,,
ⲥⲓⲙⲱⲛ,1,NPROP,,Simon,シモン,Simon,,,
ⲥⲓⲟⲩⲣ,1,N,,eunuch,宦官,eunuque,,,
ⲥⲓⲣ,1,N,,,,,,,
ⲥⲓⲧⲉ,1,V,,"sow, cast",蒔く,semer,,,
ⲥⲕⲁⲓ,1,V,,,,,,,
ⲥⲕⲉⲡⲏ,1,N,Y,,,,,,
ⲥⲕⲉⲩⲟⲥ,1,N,Y,,,,,,
ⲥⲙⲓⲛⲉ,1,V,,,,,,,
ⲥⲙⲟⲩ,1,V,,bless; praise,祝福する,bénir,,,
ⲥⲙⲥⲛⲧⲉ,1,V,,,,,,,
ⲥⲛⲏⲩ,1,N,,,,,,,
ⲥⲟϣϥ,1,V,,,,,,,
ⲥⲟⲃⲕ,1,V,,,,,,,
ⲥⲟⲃⲧⲉ,1,V,,,,,,,
ⲥⲟⲉⲓⲧ,1,N,,"report, fame",評判,renommée,,,
ⲥⲟⲓ,1,N,,back; beam,背・梁,dos ; poutre,,,
ⲥⲟⲓⲛ,1,N,,,,,,,
ⲥⲟⲛ,1,N,,brother,兄弟,frère,,,
ⲥⲟⲟϩⲉ,1,N,,,,,,,
ⲥⲟⲟⲩⲧⲛ,1,V,,be straight; straighten,まっすぐにする,redresser,,,
ⲥⲟⲡ,1,N,,"time, occasion",回・時,fois,,,
ⲥⲟⲡⲥ,1,V,,,,,,,
ⲥⲟⲧⲉ,1,N,,arrow,矢,flèche,,,
ⲥⲟⲩⲟ,1,N,,,,,,,
ⲥⲡⲉⲣⲙⲁ,1,N,Y,seed (σπέρμα),種,semence (σπέρμα),,,
ⲥⲣϥⲉ,1,V,,,,,,,
ⲥⲧⲁⲩⲣⲟⲥ,1,N,Y,cross (σταυρός),十字架,croix (σταυρός),,,
ⲥⲩⲙⲃⲟⲩⲗⲉⲩⲉ,1,V,,,,,,,
ⲥⲩⲛϩⲉⲇⲣⲓⲟⲛ,1,N,Y,"council, sanhedrin (συνέδριον)",議会,conseil (συνέδριον),,,
ⲥⲩⲛⲁⲅⲱⲅⲏ,1,N,Y,synagogue (συναγωγή),会堂,synagogue (συναγωγή),,,
ⲥⲩⲛⲧⲉⲗⲓⲁ,1,N,Y,,,,,,
ⲥⲩⲣⲁ,1,V,Y,,,,,,
ⲥⲩⲣⲉ,1,V,,,,,,,
ⲥⲱ,1,V,,drink,飲む,boire,,,
ⲥⲱϣϥ,1,N,,,,,,,
ⲥⲱϣⲉ,1,N,,field,畑,champ,,,
ⲥⲱⲕ,1,V,,"draw, drag, lead",引く,"tirer, traîner",,,
ⲥⲱⲙⲁ,1,N,Y,body (σῶμα),体,corps (σῶμα),,,
ⲥⲱⲛⲉ,1,N,,sister,姉妹,sœur,,,
ⲥⲱⲟⲩϩ,1,V,,,,,,,
ⲥⲱⲣⲙ,1,V,,,,,,,
ⲥⲱⲧ,1,V,,,,,,,
ⲥⲱⲧⲉ,1,N,,,,,,,
ⲥⲱⲧⲏⲣⲓⲁ,1,N,Y,,,,,,
ⲥⲱⲧⲡ,1,V,,"choose, elect; be choice",選ぶ,"choisir, élire",,,
ⲥⲱⲱϥ,1,N,,,,,,,
ⲧϩⲛⲟ,1,V,,,,,,,
ⲧϭⲁⲓⲏⲩ,1,VSTAT,,,,,,,
ⲧϭⲁⲓⲟ,1,VSTAT,,,,,,,
ⲧⲁϣⲉⲟⲉⲓϣ,1,V,,,,,,,
ⲧⲁϫⲣⲟ,1,VSTAT,,"strengthen, be firm",強める,affermir,,,
ⲧⲁⲉⲓⲟ,1,VSTAT,,honour; be honoured,敬う,honorer,,,
ⲧⲁⲗⲁⲓⲡⲱⲣⲟⲛ,1,N,Y,,,,,,
ⲧⲁⲗⲁⲓⲡⲱⲣⲟⲥ,1,N,Y,,,,,,
ⲧⲁⲙⲟ,1,V,,"tell, inform",告げる,informer,,,
ⲧⲁⲡⲣⲟ,1,N,,mouth,口,bouche,,,
ⲧⲁⲣ,1,N,,,,,,,
ⲧⲁⲭⲁ,1,ADV,Y,,,,,,
ⲧⲃⲃⲟ,1,VSTAT,,"be pure, purify",清める,purifier,,,
ⲧⲃⲛⲏ,1,N,,,,,,,
ⲧⲃⲧ,1,N,,fish,魚,poisson,,,
ⲧⲉⲗⲟ,1,V,,"lift up, mount",上げる・乗る,"élever, monter",,,
ⲧⲉⲛⲟⲩ,1,ADV,,now,今,maintenant,,,
ⲧⲉⲩⲉϩⲙⲥ,1,V,,,,,,,
ⲧⲉⲩⲟ,1,V,,,,,,,
ⲧⲏ,1,PDEM,,,,,,,
ⲧⲏⲛⲉ,1,N,,,,,,,
ⲧⲏⲣϥ,1,N,,"all, the whole",全体,"tout, l'entier",,,
ⲧⲏⲣⲉⲓ,1,V,,,,,,,
ⲧⲏⲩ,1,N,,,,,,,
ⲧⲙ,1,NEG,,(negative) not,（否定接頭）,(négation),,,
ⲧⲙⲁⲓⲟ,1,V,,,,,,,
ⲧⲛⲛⲟ,1,V,,,,,,,
ⲧⲛⲛⲟⲟⲩ,1,V,,send,遣わす,envoyer,,,
ⲧⲟϣ,1,N,,,,,,,
ⲧⲟⲉⲓⲥ,1,N,,,,,,,
ⲧⲟⲛⲧⲛ,1,VSTAT,,"be like, resemble",似る,ressembler,,,
ⲧⲟⲟⲩ,1,V,,buy,買う,acheter,,,
ⲧⲟⲧⲉ,1,ADV,Y,then (τότε),その時,alors (τότε),,,
ⲧⲟⲩ,1,FM,Y,,,,,,
ⲧⲟⲩϫⲟ,1,V,,,,,,,
ⲧⲟⲩⲱ,1,PREP,,,,,,,
ⲧⲣⲁⲡⲉⲍⲁ,1,N,Y,,,,,,
ⲧⲣⲉ,1,AUX,,(causative infinitive: to make/that),（使役不定詞・～させる）,(infinitif causatif),,,
ⲧⲥⲉⲃⲟ,1,V,,"teach, show",教える・示す,"enseigner, montrer",,,
ⲧⲥⲉⲓⲟ,1,V,,,,,,,
ⲧⲥⲧⲟ,1,V,,,,,,,
ⲧⲱϣ,1,V,,"decree, appoint; limit",定める,"fixer, décréter",,,
ⲧⲱϩⲙ,1,V,,"call, invite",招く,"appeler, inviter",,,
ⲧⲱⲃϩ,1,V,,"pray, entreat",祈る,prier,,,
ⲧⲱⲕ,1,V,,,,,,,
ⲧⲱⲙ,1,N,,,,,,,
ⲧⲱⲛ,1,PINT,,,,,,,
ⲧⲱⲟⲩⲛ/,1,V,,,,,,,
ⲧⲱⲣⲉ,1,N,,,,,,,
ⲧⲱⲧⲛ,1,POSS,,,,,,,
ⲧⲱⲱϭⲉ,1,V,,"join, plant; be fixed",接ぐ・植える,"joindre, planter",,,
ⲧⲱⲱⲃⲉ,1,V,,"requite, repay; seal",報いる・封じる,rétribuer ; sceller,,,
ⲫⲁⲛⲟⲩⲏⲗ,1,NPROP,,,,,,,
ⲫⲁⲣⲓⲥⲁⲓⲟⲥ,1,N,,Pharisee,パリサイ人,pharisien,,,
ⲫⲟⲣⲧⲓⲟⲛ,1,N,Y,burden (φορτίον),重荷,fardeau (φορτίον),,,
ⲫⲣⲟⲛⲓⲙⲟⲥ,1,N,Y,,,,,,
ⲭⲁⲣⲓⲥ,1,N,Y,,,,,,
ⲭⲉⲓⲙⲏⲧⲓ,1,X,Y,,,,,,
ⲭⲏⲣⲁ,1,N,Y,,,,,,
ⲭⲣⲉⲓⲁ,1,N,Y,,,,,,
ⲭⲣⲏⲙⲁ,1,N,Y,"money, goods (χρῆμα)",財,biens (χρῆμα),,,
ⲭⲣⲏⲥⲧⲟⲥ,1,N,Y,"good, kind (χρηστός)",善良な,bon (χρηστός),,,
ⲭⲣⲓⲥⲧⲟⲥ,1,N,Y,Christ (Χριστός),キリスト,Christ (Χριστός),,,
ⲭⲱⲣⲁ,1,N,Y,,,,,,
ⲭⲱⲣⲓⲥ,1,PREP,Y,,,,,,
ⲯⲩⲭⲏ,1,N,Y,soul (ψυχή),魂,âme (ψυχή),,,
ⲱϣ,1,V,,read; cry out,読む・叫ぶ,lire ; crier,,,
ⲱϩⲉ,1,V,,"stand, set; flock",立つ・群れ,se tenir ; troupeau,,,
ⲱϩⲥ,1,N,,"harvest, reaping",刈り入れ,moisson,,,
ⲱϫⲛ,1,V,,"cease, perish",絶える,"cesser, périr",,,
ⲱϭⲧ,1,V,,,,,,,
ⲱⲛⲉ,1,N,,stone,石,pierre,,,
ⲱⲡ,1,VSTAT,,"count, reckon (stat.)",数える（状態）,compter (statif),,,
ⲱⲥⲕ,1,V,,"delay, prolong, persist",長引く,"tarder, persister",,,
ⲱⲱ,1,V,Y,,,,,,
ϣⲉⲃⲉ,1,N,,,,,,,
ϣⲓⲃⲉ,1,VSTAT,,"be changed, altered (stat.)",変わる（状態）,être changé (statif),,,
ϥⲣⲁⲛⲅⲉ,1,NPROP,,Frange (Theban monk-scribe),フランゲ（テーバイの修道士書記）,Frangé (moine-scribe thébain),,,
ϩⲁⲓⲟ,1,PTC,,yes,はい,oui,,,
ϩⲁⲡ,1,N,,judgement; law,裁き・法,jugement ; loi,,,
ϩⲁⲣⲙⲁ,1,N,Y,chariot (ἅρμα),戦車,char (ἅρμα),,,
ϩⲁⲣⲙⲟⲥ,1,N,Y,joint (ἁρμός),関節,jointure (ἁρμός),,,
ϩⲉⲛⲉⲉⲧⲉ,1,N,,monastery,修道院,monastère,,,
ϩⲗⲟⲡⲗⲉⲡ,1,N,,,,,,,
ϩⲣⲉⲩⲙⲁ,1,N,Y,"flux, discharge (ῥεῦμα)",流出,flux (ῥεῦμα),,,
ϩⲣⲟⲟⲩ,1,N,,"voice, sound",声・音,"voix, son",,,
ϫⲁⲥⲉ,1,VSTAT,,"be high, exalted (stat.)",高い（状態）,être élevé (statif),,,
ϫⲟⲩⲣⲉ,1,N,,,,,,,
ϭⲃⲟⲓ,1,N,,arm,腕,bras,,,
ϭⲱⲙ,1,N,,,,,,,
ⲁϣⲕⲁⲕ,1,N,,"cry, shout",叫び,cri,,,
ⲁⲑⲉⲥ,1,NPROP,,"(Athes, magical name)",（アテス＝呪文名）,"(Athès, nom magique)",,,
ⲁⲓⲟ,1,PTC,,yes,はい,oui,,,
ⲁⲙⲏⲛ,1,PTC,,amen,アーメン,amen,,,
ⲁⲡⲁⲛⲧⲁ,1,V,Y,"meet, encounter (ἀπαντάω)",出会う,rencontrer (ἀπαντάω),,,
ⲁⲥⲁⲣⲱⲑ,1,NPROP,,"(Asaroth, magical name)",（アサロト＝呪文名）,"(Asaroth, nom magique)",,,
ⲁⲥⲓⲕ,1,N,,,,,,,
ⲁⲥⲙⲟⲇⲁⲓⲟⲥ,1,NPROP,,Asmodaios (Asmodeus),アスモダイオス,Asmodée,,,
ⲃⲱ,1,V,,,,,,,
ⲇⲁⲓⲙⲟⲛⲓⲁⲕⲟⲥ,1,N,Y,"demoniac, possessed (δαιμονιακός)",悪霊憑き,démoniaque (δαιμονιακός),,,
ⲇⲁⲓⲙⲟⲛⲓⲟⲛ,1,N,Y,demon (δαιμόνιον),悪霊,démon (δαιμόνιον),,,
ⲇⲉⲓⲛⲁ,1,N,Y,so-and-so (ὁ δεῖνα),某（名前の代用）,un tel (ὁ δεῖνα),,,
ⲉⲛⲛⲁⲏⲗ,1,NPROP,,"(Ennael, angelic name)",（エンナエル＝天使名）,"(Ennaêl, nom angélique)",,,
ⲉⲡⲓⲕⲁⲗⲉ,1,V,Y,"invoke, call upon (ἐπικαλέω)",呼び求める,invoquer (ἐπικαλέω),,,
ⲑⲉⲱⲇⲟⲣⲁ,1,NPROP,Y,Theodora,テオドラ,Théodora,,,
ⲑⲗⲓⲯⲓⲥ,1,N,Y,"affliction, tribulation (θλῖψις)",苦難,affliction (θλῖψις),,,
ⲑⲩⲥⲓⲁ,1,N,Y,sacrifice (θυσία),犠牲,sacrifice (θυσία),,,
ⲑⲩⲥⲓⲁⲥⲧⲏⲣⲓⲟⲛ,1,N,Y,altar (θυσιαστήριον),祭壇,autel (θυσιαστήριον),,,
ⲗⲁϭⲉ,1,V,,,,,,,
ⲗⲓⲃⲉ,1,N,,"madness, frenzy",狂気,folie,,,
ⲗⲓⲃⲉⲗⲗⲟⲥ,1,N,Y,"petition, libellus (λίβελλος)",嘆願書,libelle (λίβελλος),,,
ⲗⲟϭⲗⲉϭ,1,N,,,,,,,
ⲙⲁⲅⲟⲥ,1,N,Y,"magus, magician (μάγος)",魔術師,mage (μάγος),,,
ⲙⲁⲣⲧⲩⲣⲟⲥ,1,N,Y,martyr (μάρτυρος),殉教者,martyr (μάρτυρος),,,
ⲙⲏⲧ,1,N,,,,,,,
ⲙⲓϣⲉ,1,V,,"fight, contend",戦う,combattre,,,
ⲙⲛⲧⲁⲅⲁⲑⲟⲥ,1,N,,goodness,善良,bonté,,,
ⲙⲛⲧⲕⲟⲩⲓ,1,N,,smallness; humility,小ささ・へりくだり,petitesse ; humilité,,,
ⲙⲟⲧ,1,N,,,,,,,
ⲙⲟⲩⲧ,1,N,,"sinew, tendon",腱・筋,"tendon, nerf",,,
ⲛⲕⲁ,1,N,,"thing, property",物・財,"chose, bien",,,
ⲟⲩⲱϣϥ,1,V,,"break, smash",砕く,briser,,,
ⲡϫⲟⲣ,1,NPROP,,Pjor (personal name),プジョル（人名）,Pjor (nom propre),,,
ⲡⲁϩⲣⲉ,1,N,,"medicine, remedy",薬,remède,,,
ⲡⲁⲛⲧⲟⲕⲣⲁⲧⲱⲣ,1,N,Y,Almighty (παντοκράτωρ),全能者,Tout-Puissant (παντοκράτωρ),,,
ⲡⲁⲧⲁⲥⲥⲉⲓ,1,V,Y,strike (πατάσσω),打つ,frapper (πατάσσω),,,
ⲡⲉⲧⲣⲉ,1,N,Y,rock (πέτρα),岩,roche (πέτρα),,,
ⲡⲥⲁⲧⲁⲏⲗ,1,NPROP,,"(Psatael, magical/angelic name)",（プサタエル＝呪文・天使名）,"(Psataêl, nom magique)",,,
ⲣⲙϩⲉ,1,N,,"free person, freeman",自由人,homme libre,,,
ⲣⲙⲟⲛⲧ,1,N,,man of Hermonthis (Armant),ヘルモンティス（アルマント）の人,homme d'Hermonthis,,,
ⲥⲕⲏⲛⲏ,1,N,Y,"tent, tabernacle (σκηνή)",幕屋,tente (σκηνή),,,
ⲥⲟⲡⲥⲡ,1,V,,"beseech, entreat",嘆願する,supplier,,,
ⲥⲟⲩⲣⲟⲭⲭⲁⲧⲁ,1,NPROP,,"(vox magica, magical name)",（呪文名）,(nom magique),,,
ⲧⲁⲗⲟ,1,VSTAT,,"lift up, place upon (stat.)",載せる・上げる,placer sur (statif),,,
ⲧⲁⲭⲏ,1,ADV,Y,quickly (ταχύ),速やかに,vite (ταχύ),,,
ⲧⲕⲁⲥ,1,N,,"pain, suffering",痛み,douleur,,,
ⲫⲁⲣⲙⲁⲅⲟⲥ,1,N,Y,sorcerer (φαρμακός),呪術師,sorcier (φαρμακός),,,
ⲫⲩⲗⲁⲕⲧⲏⲣⲓⲟⲛ,1,N,Y,"amulet, phylactery (φυλακτήριον)",護符,amulette (φυλακτήριον),,,
ⲭⲉⲣⲟⲩⲃⲓⲛ,1,N,,cherubim,ケルビム（智天使）,chérubins,,,
ⲭⲙⲅ,1,PTC,Y,"(χμγ, Christian numerical sign)",（χμγ＝キリスト教数値記号）,"(χμγ, signe numérique chrétien)",,,
ⲱⲣⲕ,1,V,,"swear, adjure",誓う・呪縛する,"jurer, adjurer",,,
ϣϣⲟⲣⲡ,1,N,,,,,,,
ϣϣⲡⲉ,1,V,,,,,,,
ϣϫⲉ,1,N,,,,,,,
ϣϫⲓⲛ,1,V,,,,,,,
ϣϫⲓⲧ,1,N,,,,,,,
ϣϭⲓⲛⲉ,1,V,,,,,,,
ϣϭⲙϭⲟⲙ,1,V,,,,,,,
ϣⲁϩ,1,N,,,,,,,
ϣⲁϩⲉ,1,V,,,,,,,
ϣⲁϩⲟⲩⲛ,1,ADV,,,,,,,
ϣⲁⲁⲣ,1,N,,,,,,,
ϣⲁⲁⲧ,1,VSTAT,,,,,,,
ϣⲁⲃⲟⲗ,1,ADV,,"afar, far off",遠く,au loin,,,
ϣⲁⲙⲁϩⲧⲉ,1,V,,,,,,,
ϣⲁⲛϩⲧⲏϥ,1,N,,,,,,,
ϣⲁⲛⲃⲱⲕ,1,V,,,,,,,
ϣⲁⲛⲧ,1,X,,,,,,,
ϣⲁⲣⲱⲧⲛⲛⲧⲉ,1,PREP,,,,,,,
ϣⲁⲥ,1,PPER,,,,,,,
ϣⲁⲧⲛ,1,PREP,,,,,,,
ϣⲃ,1,V,,,,,,,
